Date,Rating,Review,User,Translated_Review,Manually_Labelled_Sentiment
29/1/2026,1,"kalu aku lannge, pahtu tekan COD,pahtu ore nego, Kato tokleh hantar COD keno bayar ko bank la 7 elevan,la kk mart la, speedmart la, pahtu shopee aku keno beku,tudoh kata aku pulok scammer, padahal aku buke scammer, pahtu tokleh beli barang Dan makanan.",Siti Khairunnisa,"If I'm old, I'll press COD, I won't negotiate, I'll have to send COD and pay the bank for 7 elevan, I'll go to the mart, speedmart, I'll have to freeze my shopee, I'll say I'm a scammer, even though I'm not a scammer, I'll have to buy goods and food.",Negative
29/1/2026,5,Very good. Very seksi. Very Nice.,Hafiz hana,Very good. Very sexy. Very Nice.,Positive
29/1/2026,5,vv good,Tawakkal 99,vv good,Positive
29/1/2026,3,love the app. hate the ads with fake exit buttons. loathe the ads in general.,graceasyur,love the app. hate the ads with fake exit buttons. loathe the ads in general.,Neutral
29/1/2026,5,Good shop,Larry Vs,Good shop,Positive
29/1/2026,4,very easy to used. tq,Lady Serenity,very easy to used. tq,Positive
28/1/2026,5,the best,Mobat Malaysia,the best,Positive
28/1/2026,4,"👍👍👍👍 terbaik harga murah berpatutan, penghantaran pantas, layanan dari penjual sangat baik,sangat berpuas hati membeli barang- barang di shopee..akan sentiasa menggunakan shopee sebagai tempat beli belah kami dan keluarga..thank you shopee..👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",noreen fazila,"👍👍👍👍 the best, cheap, reasonable price, fast delivery, the service from the seller is very good, very satisfied with buying items from shopee..will always use shopee as a shopping place for us and my family..thank you shopee..",Positive
28/1/2026,1,"The app has poor Android design because it is not a true native application; it relies heavily on web views, which leads to slow performance, noticeable lag, and frequent loading of web pages instead of efficiently displaying content directly.",Mashithah Abdul Halim,"The app has poor Android design because it is not a true native application; it relies heavily on web views, which leads to slow performance, noticeable lag, and frequent loading of web pages instead of efficiently displaying content directly.",Negative
28/1/2026,1,I already closed all promotion push noti and instead they send fake order update noti. What is the point then?,yuuya,I already closed all promotion push noti and instead they send fake order update noti. What is the point then?,Negative
28/1/2026,5,good,Miziburger Riajaya,good,Positive
28/1/2026,1,banyak karenah minta pembayaran balik yang sudah kita batalkan pesanan setelah kita membayar.,Mohd Rahimy (Greenapple86),so many asking for a refund that we already canceled the order after we paid.,Negative
28/1/2026,5,the GOAT !!,Michael Chin,the GOAT !!,Positive
28/1/2026,5,ok,LOLLIPOP GAMING,ok,Neutral
28/1/2026,5,excellent 👌,"shahnaz begum k,m alauddin",excellent 👌,Positive
28/1/2026,4,very good,charlie hilary,very good,Positive
28/1/2026,5,terbaik shopee,Awie Real,shopee's best,Positive
28/1/2026,1,"May I know when is Shopee plan to remove ""My Shop"" at Shopee App? So that all seller will go and use Shopee Seller Apps?",Thing Nelson,"May I know when is Shopee plan to remove ""My Shop"" at Shopee App? So that all seller will go and use Shopee Seller Apps?",Neutral
28/1/2026,5,good,FaridAli Farid96,good,Positive
28/1/2026,5,Shopee make it easy and give me more benefit.,Dino Besi,Shopee make it easy and give me more benefit.,Positive
28/1/2026,5,behak,Name kriss Name,behak,Neutral
28/1/2026,5,Always my preferred platform for my purchases. Delivery is always updated and true to the schedule.,Joseph Fong,Always my preferred platform for my purchases. Delivery is always updated and true to the schedule.,Positive
28/1/2026,5,sangat baik ..,Faizal Faizal,Very good ..,Positive
28/1/2026,5,Good,setria hariadi,Good,Positive
28/1/2026,1,Barang saya 2 hari sudah kena return....Duit belum kena return ke saya.... Tarikh pemulangan duit dari 21-23 Jan....Sekarang sudah 28 Jan.....Saya belum terima satu sen pun duit saya....,Mohd Rosdi,My goods have been returned for 2 days....The money has not yet been returned to me....The date of return of the money is from Jan 21-23....Now it is Jan 28.....I have not received a single cent of my money....,Negative
28/1/2026,5,Nice n good apps i like it love it,Jamaluddin Ahmed,Nice n good apps i like it love it,Positive
28/1/2026,5,Lately I change my phone n i try to log in used forgot password but i can't log in even after change the password n try to get help with the team service but nothing appears? How i can get back my old account?,Ash Kyna,Lately I change my phone n i try to log in used forgot password but i can't log in even after change the password n try to get help with the team service but nothing appears? How i can get back my old account?,Neutral
28/1/2026,5,"I would like to commend on delivery service, its good.",Jj blues,"I would like to commend on delivery service, its good.",Positive
28/1/2026,5,Nice,mohd naaim,Nice,Positive
28/1/2026,5,ok,Md Rubel Hosen,ok,Neutral
28/1/2026,5,👍👍👍,munispari vijaykumar,👍👍👍,Positive
28/1/2026,5,trusted..,Mohamad Zakiy,trusted..,Positive
28/1/2026,5,Awesome super easy 😄😄😄😄😄😄,Anand Anan,Awesome super easy 😄😄😄😄😄😄,Positive
28/1/2026,5,Good,Livingstone Bing,Good,Positive
28/1/2026,5,alhamdulillah dah lama saya guna apps ni sangat membantu alhamdulillah terbaik,Arm Barra,"Alhamdulillah I have been using these apps for a long time, they are very helpful, alhamdulillah they are the best",Positive
28/1/2026,5,easy to use,Ha hadhinah,easy to use,Positive
28/1/2026,5,good,Sany Crane,good,Positive
28/1/2026,1,Delivery too slow,RIDHWAN 168,Delivery too slow,Negative
28/1/2026,5,mudah,Ruzaimy Ismail,easy,Positive
28/1/2026,5,good,Usman Sattar,good,Positive
28/1/2026,4,"I have an issue here, Idk why but some product on my cart is doubling. Like If I want to add 3 product, it become 6? Becuz there's 2 shop for the same shop. Tried to close and open the apps back, somehow it works somehow it don't. And the problems always comes back. SUPER ANNOYING, plz fix this And also, some products that was fulfilled by shopee, when you bought from the SAME shop (but as it was fulfilled from shoppe) you have to pay TWICE the shipping cost. I mean come on, seriously 💔",Haulah,"I have an issue here, Idk why but some product on my cart is doubling. Like If I want to add 3 product, it become 6? Becuz there's 2 shop for the same shop. Tried to close and open the apps back, somehow it works somehow it don't. And the problems always comes back. SUPER ANNOYING, plz fix this And also, some products that was fulfilled by shopee, when you bought from the SAME shop (but as it was fulfilled from shoppe) you have to pay TWICE the shipping cost. I mean come on, seriously 💔",Negative
28/1/2026,5,banyak barang yang saya suka,Awuf,many things i like,Positive
28/1/2026,1,jawapan dari ejen shoppe sangat lemah dan tidak membantu,Suhairi Ahmadzi,the answer from the shoppe agent is very weak and unhelpful,Negative
28/1/2026,5,nice,Faizal Shapiee,nice,Positive
28/1/2026,5,nice and good apps,Benedict Thomas Mussin,nice and good apps,Positive
28/1/2026,1,Voucher搶到了不能用跟你硬硬搶回去,Ting You Low,Voucher搶到了不能用跟你硬硬搶回去,Neutral
28/1/2026,1,"Nice function but 1 notification per minute is critical as it drain battery a lot. we also can't close notification as we can't receive Parcel Updates, will change to 5 star after this problem improve",七诗Nanashi,"Nice function but 1 notification per minute is critical as it drain battery a lot. we also can't close notification as we can't receive Parcel Updates, will change to 5 star after this problem improve",Negative
28/1/2026,5,mantap,Si Babi,solid,Positive
28/1/2026,3,"I will rate 5 star if you have dark theme for your app. Currently so white, blindingly white. It harms our eyes. Drains the phone's battery faster. It's bad.",Deanis 77,"I will rate 5 star if you have dark theme for your app. Currently so white, blindingly white. It harms our eyes. Drains the phone's battery faster. It's bad.",Negative
28/1/2026,5,recomended this app my fav app ever,Zakuan Hafiz,recomended this app my fav app ever,Positive
28/1/2026,3,it could be better if there's TNG payment option there...,Crystal Irene,it could be better if there's TNG payment option there...,Neutral
28/1/2026,5,not ushing,MD SHAMIM KHAN,not ushing,Neutral
27/1/2026,5,I think your team fix this bcoz my google play dont give the any hazard sign on my phone.. Keed it up,Muhammad Azzan,I think your team fix this bcoz my google play dont give the any hazard sign on my phone.. Keed it up,Positive
27/1/2026,3,"I enjoy using Shopee for its convenience and wide product selection. However, I strongly suggest adding a dark mode option. Dark mode improves visual comfort, reduces eye strain during long browsing sessions, and helps save battery life on mobile devices. Introducing this feature would modernize the app and greatly enhance the overall user experience. I hope the Shopee team considers this improvement in future updates.",Immanuel,"I enjoy using Shopee for its convenience and wide product selection. However, I strongly suggest adding a dark mode option. Dark mode improves visual comfort, reduces eye strain during long browsing sessions, and helps save battery life on mobile devices. Introducing this feature would modernize the app and greatly enhance the overall user experience. I hope the Shopee team considers this improvement in future updates.",Positive
27/1/2026,1,"After so many years, can't even fix or off the notifications promotions function? Or this is the way u guys purposely created to do so. Never ending receiving those promotions, now even more and more than before. It's too much and so annoying. I had to delete it one by one.. Create a function delete all in one time or create the on/off function? I don't want to receive those promotions, just don't send it. Now i can understand why people just uninstall it. Think twice, don't act to be clever!.",T h o M a s,"After so many years, can't even fix or off the notifications promotions function? Or this is the way u guys purposely created to do so. Never ending receiving those promotions, now even more and more than before. It's too much and so annoying. I had to delete it one by one.. Create a function delete all in one time or create the on/off function? I don't want to receive those promotions, just don't send it. Now i can understand why people just uninstall it. Think twice, don't act to be clever!.",Negative
27/1/2026,2,"When I want to open this app I have to mute the phone. Because the app is automatically playing annoying musical ads, weird sounds by sellers.",Azhar Mohd Yusoff,"When I want to open this app I have to mute the phone. Because the app is automatically playing annoying musical ads, weird sounds by sellers.",Negative
27/1/2026,5,very good,Wara Omor,very good,Positive
27/1/2026,2,i hate s video popup when you click the item. can u remove or give us an option to not show svideo,Faiz Osman,i hate s video popup when you click the item. can u remove or give us an option to not show svideo,Negative
27/1/2026,1,"Tried to get a refund due to product defect with a seller. The seller agreed to the refund but the shopify app isn't allowing me. Chat to their customer service, got back to me after hours. Then told me to redo the process. Buying wise, this app is great. Refund process 1/100. Spent 4 hrs figuring out the refund process.",joston chan,"Tried to get a refund due to product defect with a seller. The seller agreed to the refund but the shopify app isn't allowing me. Chat to their customer service, got back to me after hours. Then told me to redo the process. Buying wise, this app is great. Refund process 1/100. Spent 4 hrs figuring out the refund process.",Negative
